,term,causal,coef,antonyms,antonym_source
628,illegal,0,0.19,"{'cold': -0.46, 'weak': -0.894}",synonym_antonym
629,manages,0,0.19,"{'fail': -0.441, 'studio': -0.411}",antonym
630,plans,0,0.19,"{'left': -0.435, 'union': -0.225, 'worst': -2.915}",synonym_antonym
631,bed,0,0.189,"{'stand': -0.321, 'hire': -0.155}",antonym
632,peoples,0,0.189,"{'living': -0.962, 'poor': -1.874}",synonym_antonym
633,possesses,0,0.189,{'woman': -0.286},antonym
634,prominent,1,0.189,{'unimpressive': -0.462},antonym
635,bickering,0,0.188,{'miss': -0.35},antonym
636,bodies,0,0.188,"{'thick': -0.335, 'woman': -0.286, 'same': -0.222, 'fail': -0.441}",synonym_antonym
637,language,0,0.188,"{'functional': -0.159, 'calm': -0.168, 'death': -0.173, 'fail': -0.441}",synonym_antonym
638,wrecking,0,0.188,{'make': -0.159},antonym
639,enhances,0,0.187,"{'bore': -0.785, 'fall': -0.154}",synonym_antonym
640,exploitation,0,0.187,{'functional': -0.159},antonym
641,flashy,0,0.187,"{'plain': -0.302, 'unimpressive': -0.462, 'unintelligent': -0.471, 'inferior': -0.644}",synonym_antonym
642,talks,0,0.187,"{'con': -0.232, 'fail': -0.441, 'war': -0.201}",synonym_antonym
643,affect,0,0.186,"{'please': -0.395, 'calm': -0.168, 'make': -0.159, 'tune': -0.162, 'wet': -0.313, 'wrong': -0.539, 'empty': -0.278, 'dull': -1.881, 'wasteful': -0.151, 'curse': -0.19, 'young': -0.295, 'miss': -0.35, 'stay': -0.999, 'death': -0.173, 'birth': -0.177, 'inferior': -0.644, 'stretch': -0.156, 'fall': -0.154, 'ending': -0.324}",synonym_antonym
644,channel,0,0.186,{'take': -0.165},antonym
645,natural,0,0.186,{'unnatural': -0.237},antonym
646,slice,0,0.186,{'stay': -0.999},antonym
647,uncommon,0,0.186,{'unimpressive': -0.462},antonym
648,you,0,0.186,{'unoriginal': -0.414},synonym_antonym
649,brain,0,0.185,{'stupidity': -0.277},synonym_antonym
650,british,0,0.185,{'union': -0.225},synonym_antonym
651,era,0,0.185,{'night': -0.394},antonym
652,protect,0,0.185,{'let': -0.408},antonym
653,urgency,0,0.185,{'curse': -0.19},synonym_antonym
654,witty,1,0.185,{'humorless': -0.308},antonym
655,buffs,0,0.184,"{'uneven': -0.404, 'rough': -0.359}",antonym
656,goofs,0,0.184,"{'stay': -0.999, 'merit': -0.266, 'bore': -0.785, 'fall': -0.154, 'curse': -0.19, 'continue': -0.156, 'make': -0.159, 'father': -0.167}",synonym_antonym
657,stimulating,1,0.184,{'uninteresting': -0.361},antonym
658,happen,0,0.183,"{'stretch': -0.156, 'gain': -0.286, 'stay': -0.999, 'ride': -0.272, 'fall': -0.154, 'inferior': -0.644, 'standard': -0.167, 'death': -0.173, 'walk': -0.203, 'tune': -0.162}",synonym_antonym
659,purpose,0,0.183,"{'functional': -0.159, 'continue': -0.156, 'take': -0.165, 'stupidity': -0.277}",synonym_antonym
660,thrilling,0,0.183,{'uninteresting': -0.361},synonym_antonym
661,coherent,1,0.182,{'incoherent': -0.327},antonym
662,ninety,0,0.182,{'all': -0.429},synonym_antonym
663,rating,0,0.182,"{'low': -0.399, 'mild': -0.299}",antonym
664,universal,0,0.182,{'narrow': -0.286},synonym_antonym
665,virtues,0,0.182,{'evil': -0.415},antonym
666,decrepit,0,0.181,{'weakness': -0.161},synonym_antonym
667,enthralling,1,0.181,"{'unattractive': -0.345, 'uninteresting': -0.361}",antonym
668,hiding,0,0.181,"{'free': -0.331, 'stay': -0.999}",synonym_antonym
669,jarring,0,0.181,{'hard': -0.5},synonym_antonym
670,responsible,1,0.181,{'careless': -0.166},synonym_antonym
671,flew,0,0.18,{'miss': -0.35},antonym
672,grab,0,0.18,"{'free': -0.331, 'start': -0.201, 'loose': -0.374, 'avoid': -0.855, 'stay': -0.999}",synonym_antonym
673,knows,0,0.18,{'ignore': -0.158},antonym
674,nearly,0,0.18,"{'attract': -0.292, 'least': -0.263, 'cold': -0.46, 'no': -0.644, 'all': -0.429, 'little': -0.289}",synonym_antonym
675,realizing,0,0.18,{'ignore': -0.158},antonym
676,weird,1,0.18,"{'credible': -0.222, 'unimpressive': -0.462}",synonym_antonym
677,favourite,1,0.179,{'unpopular': -0.762},antonym
678,fortunate,1,0.179,"{'unlucky': -0.327, 'unfortunate': -0.386}",antonym
679,national,0,0.179,"{'foreign': -0.318, 'international': -0.274}",antonym
680,popular,0,0.179,{'unpopular': -0.762},antonym
681,wealthy,0,0.179,{'poor': -1.874},antonym
682,dad,0,0.178,{'mother': -0.154},antonym
683,eating,0,0.178,{'failure': -0.707},antonym
684,pro,0,0.178,{'amateur': -0.277},antonym
685,promised,0,0.178,{'lack': -0.445},antonym
686,striking,1,0.178,"{'unimpressive': -0.462, 'stay': -0.999}",antonym
687,benefits,0,0.177,"{'ride': -0.272, 'bad': -1.959}",synonym_antonym
688,feel,0,0.177,"{'continue': -0.156, 'stay': -0.999, 'stand': -0.321, 'lose': -0.328, 'depressing': -0.673, 'fall': -0.154, 'curse': -0.19, 'fail': -0.441, 'fear': -0.321}",synonym_antonym
689,partially,0,0.177,{'wholly': -0.161},antonym
690,sides,0,0.177,"{'stay': -0.999, 'fall': -0.154}",antonym
691,breathtaking,1,0.176,{'uninteresting': -0.361},synonym_antonym
692,distribution,0,0.176,"{'defense': -0.334, 'inferior': -0.644}",synonym_antonym
693,eden,0,0.176,"{'miss': -0.35, 'stay': -0.999}",synonym_antonym
694,fetched,0,0.176,{'lose': -0.328},antonym
695,several,0,0.176,"{'same': -0.222, 'no': -0.644, 'all': -0.429, 'loser': -0.469}",synonym_antonym
696,sigh,0,0.176,{'free': -0.331},synonym_antonym
697,khan,0,0.175,"{'admit': -0.356, 'let': -0.408, 'free': -0.331}",synonym_antonym
698,non,0,0.175,{'commercial': -0.386},synonym_antonym
699,revolve,0,0.175,{'empty': -0.278},antonym
700,setting,0,0.175,{'vertical': 0.0},oov_antonym
701,featuring,0,0.174,"{'internal': -0.169, 'inner': -0.793, 'lack': -0.445, 'stay': -0.999, 'ability': -0.814}",synonym_antonym
702,genuine,0,0.174,"{'false': -1.067, 'unreal': -0.428}",antonym
703,imagine,0,0.174,"{'supported': -0.318, 'ride': -0.272, 'plain': -0.302, 'unimpressive': -0.462, 'worst': -2.915, 'lose': -0.328, 'ignore': -0.158, 'fail': -0.441}",synonym_antonym
704,tonight,0,0.174,{'absent': -0.845},antonym
705,introduced,0,0.173,{'sit': -0.259},antonym
706,raise,0,0.173,{'narrow': -0.286},synonym_antonym
707,choosing,0,0.172,"{'stay': -0.999, 'give': -0.164, 'attractive': -0.363, 'ride': -0.272, 'fall': -0.154, 'same': -0.222, 'dull': -1.881, 'lost': -0.323}",synonym_antonym
708,mummy,0,0.172,"{'father': -0.167, 'thick': -0.335}",antonym
709,rapid,0,0.172,{'slow': -0.744},antonym
710,sites,0,0.172,{},empty
711,tops,0,0.172,"{'inferior': -0.644, 'worst': -2.915, 'low': -0.399}",antonym
712,chat,0,0.171,{'forward': -0.403},antonym
713,continues,0,0.171,{'admit': -0.356},antonym
714,men,0,0.171,"{'ride': -0.272, 'stay': -0.999}",synonym_antonym
715,suitable,0,0.171,{'evil': -0.415},antonym
716,explosions,0,0.17,"{'failing': -0.196, 'stay': -0.999, 'pass': -0.499, 'lose': -0.328}",synonym_antonym
717,heartbreaking,0,0.17,{'joyful': 0.0},oov_antonym
718,purchase,0,0.17,"{'take': -0.165, 'lose': -0.328}",synonym_antonym
719,wiser,0,0.17,"{'rough': -0.359, 'blind': -0.296, 'careless': -0.166, 'bad': -1.959, 'inferior': -0.644}",synonym_antonym
720,buy,0,0.169,"{'take': -0.165, 'lose': -0.328}",synonym_antonym
721,chapter,0,0.169,{'birth': -0.177},synonym_antonym
722,hundreds,0,0.169,{'all': -0.429},synonym_antonym
723,kiddies,0,0.169,"{'wise': -0.886, 'woman': -0.286}",synonym_antonym
724,partly,0,0.169,{'wholly': -0.161},antonym
725,picks,0,0.169,{'give': -0.164},antonym
726,tension,0,0.169,{'slow': -0.744},synonym_antonym
727,beaver,0,0.168,"{'empty': -0.278, 'lack': -0.445}",synonym_antonym
728,groups,0,0.168,{'woman': -0.286},antonym
729,policeman,0,0.168,{'woman': -0.286},antonym
730,smiles,0,0.168,{'slow': -0.744},antonym
731,door,0,0.167,{'free': -0.331},antonym
732,heroes,0,0.167,{'inferior': -0.644},synonym_antonym
733,runs,0,0.167,{'hard': -0.5},antonym
734,appealing,1,0.166,"{'unappealing': -0.211, 'unattractive': -0.345}",antonym
735,awe,0,0.166,{'dislike': -0.877},synonym_antonym
736,cherish,0,0.166,"{'hate': -1.427, 'dislike': -0.877}",antonym
737,enters,0,0.166,{'stay': -0.999},synonym_antonym
738,event,0,0.166,"{'fall': -0.154, 'ending': -0.324}",antonym
739,gifted,1,0.166,{'untalented': -0.159},antonym
740,musicals,0,0.166,"{'unreal': -0.428, 'lack': -0.445, 'optimistic': -0.321, 'start': -0.201, 'color': -0.857, 'dull': -1.881, 'unattractive': -0.345}",synonym_antonym
741,remarks,0,0.166,"{'mature': -0.179, 'immature': -0.17, 'hold': -0.359, 'add': -0.34, 'accept': -0.365, 'defeat': -0.193}",synonym_antonym
742,spare,0,0.166,"{'act': -0.276, 'attractive': -0.363}",antonym
743,stiller,0,0.166,{'heavy': -0.991},antonym
744,teeth,0,0.166,"{'future': -0.315, 'take': -0.165}",synonym_antonym
745,centered,0,0.165,{'whole': -0.155},synonym_antonym
746,reviewer,0,0.165,{'amateur': -0.277},synonym_antonym
747,silence,0,0.165,"{'worry': -0.183, 'stay': -0.999, 'heavy': -0.991}",synonym_antonym
748,count,0,0.164,"{'gain': -0.286, 'give': -0.164, 'woman': -0.286}",synonym_antonym
749,real,0,0.164,"{'unreal': -0.428, 'unrealistic': -0.503}",antonym
750,cruise,0,0.163,"{'ride': -0.272, 'fall': -0.154}",synonym_antonym
751,integrity,0,0.162,{'whole': -0.155},antonym
752,narration,0,0.162,"{'spell': -0.223, 'continue': -0.156, 'hire': -0.155, 'add': -0.34, 'dislike': -0.877, 'future': -0.315}",synonym_antonym
753,parent,0,0.162,"{'father': -0.167, 'mother': -0.154}",antonym
754,strengths,0,0.162,"{'weakness': -0.161, 'weak': -0.894}",antonym
755,suits,0,0.162,{'take': -0.165},synonym_antonym
756,warmth,0,0.162,{'cold': -0.46},synonym_antonym
757,behaviors,0,0.161,{'difficult': -0.32},synonym_antonym
758,biting,0,0.161,{'stale': -0.503},synonym_antonym
759,knowing,0,0.161,"{'naive': -0.184, 'public': -0.325}",synonym_antonym
760,on,0,0.161,{'off': -0.322},synonym_antonym
761,rocker,0,0.161,{'bottom': -0.419},antonym
762,loves,0,0.16,{'hate': -1.427},antonym
763,today,0,0.16,{'take': -0.165},antonym
764,unusual,0,0.16,"{'unimpressive': -0.462, 'inferior': -0.644, 'stale': -0.503, 'humorless': -0.308, 'like': -0.466, 'same': -0.222}",synonym_antonym
765,cunning,0,0.159,"{'stupid': -1.579, 'unintelligent': -0.471}",antonym
766,distinct,0,0.159,{'same': -0.222},antonym
767,factual,0,0.159,"{'unreal': -0.428, 'false': -1.067, 'potential': -0.333}",antonym
768,fitting,0,0.159,"{'wrong': -0.539, 'inappropriate': -0.311}",synonym_antonym
769,hopeless,0,0.159,{'optimistic': -0.321},antonym
770,joy,0,0.159,"{'miss': -0.35, 'failure': -0.707, 'defeat': -0.193, 'lose': -0.328, 'color': -0.857, 'low': -0.399, 'hate': -1.427, 'dull': -1.881, 'courage': -0.266, 'empty': -0.278}",synonym_antonym
771,rise,0,0.159,"{'stay': -0.999, 'fall': -0.154, 'down': -0.43}",synonym_antonym
772,rolled,0,0.159,{'free': -0.331},antonym
773,prisoners,0,0.158,{'free': -0.331},antonym
774,river,0,0.158,{'slow': -0.744},antonym
775,spy,0,0.158,{'loser': -0.469},antonym
776,wacky,0,0.158,{'wise': -0.886},antonym
777,wild,0,0.158,{'tame': -0.419},antonym
778,late,0,0.157,{'immature': -0.17},antonym
779,light,0,0.157,"{'dull': -1.881, 'bright': -1.022, 'stand': -0.321, 'sit': -0.259, 'stupidity': -0.277, 'wet': -0.313, 'night': -0.394, 'heavy': -0.991, 'defeat': -0.193}",synonym_antonym
780,movement,0,0.157,"{'ride': -0.272, 'stay': -0.999, 'fall': -0.154, 'side': -0.243, 'bottom': -0.419, 'down': -0.43, 'stand': -0.321, 'lie': -0.273, 'set': -0.323, 'curse': -0.19, 'slow': -0.744, 'dislike': -0.877, 'woman': -0.286, 'death': -0.173, 'birth': -0.177, 'hire': -0.155, 'misfortune': -0.334}",synonym_antonym
781,noting,0,0.157,"{'mature': -0.179, 'immature': -0.17, 'hold': -0.359, 'add': -0.34, 'accept': -0.365, 'defeat': -0.193}",synonym_antonym
782,villain,0,0.157,{'functional': -0.159},antonym
783,10,0,0.156,"{'all': -0.429, 'stay': -0.999, 'woman': -0.286}",synonym_antonym
784,elementary,0,0.156,"{'difficult': -0.32, 'hard': -0.5, 'demanding': -0.175}",antonym
785,fairly,0,0.156,{'ugly': -0.681},antonym
786,previous,0,0.156,{'future': -0.315},antonym
787,surrounds,0,0.156,"{'miss': -0.35, 'free': -0.331}",synonym_antonym
788,truth,0,0.156,"{'general': -0.433, 'particular': -0.255}",synonym_antonym
789,water,0,0.156,"{'empty': -0.278, 'young': -0.295, 'wet': -0.313, 'stay': -0.999, 'calm': -0.168, 'worst': -2.915}",synonym_antonym
790,assault,0,0.155,"{'calm': -0.168, 'empty': -0.278, 'miss': -0.35, 'fail': -0.441}",synonym_antonym
791,baby,0,0.155,"{'wise': -0.886, 'old': -0.252, 'experienced': -0.277}",synonym_antonym
792,hunter,0,0.155,{'tame': -0.419},antonym
793,renovated,0,0.155,"{'curse': -0.19, 'bore': -0.785, 'stay': -0.999}",synonym_antonym
794,reviews,0,0.155,{'miss': -0.35},antonym
795,safe,0,0.155,{'painful': -0.48},synonym_antonym
796,touches,0,0.155,{'miss': -0.35},antonym
797,advancement,0,0.154,{'fall': -0.154},antonym
798,repeating,0,0.154,"{'take': -0.165, 'ending': -0.324}",synonym_antonym
799,stronger,0,0.154,"{'weakness': -0.161, 'weak': -0.894}",antonym
800,dying,0,0.153,{'death': -0.173},antonym
801,fourth,0,0.153,"{'all': -0.429, 'add': -0.34}",synonym_antonym
802,millennium,0,0.153,"{'night': -0.394, 'poor': -1.874}",synonym_antonym
803,perform,0,0.153,"{'worst': -2.915, 'lack': -0.445, 'stay': -0.999, 'fail': -0.441, 'take': -0.165, 'miss': -0.35, 'continue': -0.156, 'inferior': -0.644, 'stupidity': -0.277, 'wet': -0.313}",synonym_antonym
804,100,0,0.152,{'all': -0.429},synonym_antonym
805,celebration,0,0.152,"{'failure': -0.707, 'defeat': -0.193, 'lose': -0.328, 'ending': -0.324, 'appearance': -0.346, 'functional': -0.159}",synonym_antonym
806,heist,0,0.152,{'stay': -0.999},synonym_antonym
807,resources,0,0.152,"{'lose': -0.328, 'admit': -0.356}",antonym
808,27,0,0.151,{'all': -0.429},synonym_antonym
809,encourage,0,0.151,"{'near': -0.238, 'take': -0.165, 'tune': -0.162, 'miss': -0.35, 'start': -0.201, 'empty': -0.278, 'fail': -0.441}",synonym_antonym
810,every,0,0.151,{'no': -0.644},antonym
811,important,1,0.151,{'worthless': -0.359},antonym
812,romantic,1,0.151,"{'loser': -0.469, 'practical': -0.166}",synonym_antonym
813,ecstasy,0,0.15,"{'strange': -0.367, 'hire': -0.155, 'dull': -1.881, 'courage': -0.266}",synonym_antonym
814,fame,0,0.15,{'low': -0.399},synonym_antonym
815,travesty,0,0.15,"{'fall': -0.154, 'empty': -0.278}",antonym
816,boxing,0,-0.15,"{'finish': 0.874, 'simple': 0.516}",synonym_antonym
817,errors,0,-0.15,{'perfection': 0.527},antonym
818,independent,0,-0.15,"{'late': 0.157, 'sexual': 0.362, 'male': 0.267}",synonym_antonym
819,mannerisms,0,-0.15,"{'strong': 0.651, 'end': 0.428, 'beginning': 0.199}",synonym_antonym
820,unimpressed,1,-0.15,{'sensitive': 0.392},synonym_antonym
821,forth,0,-0.151,{'on': 0.161},antonym
822,state,0,-0.151,"{'leave': 0.224, 'perfection': 0.527, 'end': 0.428, 'beginning': 0.199, 'late': 0.157, 'early': 0.361}",synonym_antonym
823,wasteful,1,-0.151,"{'competent': 0.191, 'effective': 0.393, 'powerful': 1.169}",synonym_antonym
824,be,0,-0.152,{'change': 0.21},antonym
825,glimpse,0,-0.152,{'disagree': 0.225},antonym
826,joys,0,-0.152,"{'light': 0.157, 'beginning': 0.199, 'love': 1.129, 'happiness': 0.323}",synonym_antonym
827,mislead,1,-0.152,"{'right': 0.233, 'truth': 0.156}",antonym
828,seems,0,-0.152,"{'disagree': 0.225, 'simple': 0.516, 'buy': 0.169, 'better': 0.257, 'praise': 0.513, 'increase': 0.226, 'focus': 0.208, 'change': 0.21}",synonym_antonym
829,theaters,0,-0.152,{},empty
830,actors,0,-0.153,"{'necessary': 0.327, 'light': 0.157}",antonym
831,balls,0,-0.153,{'perfection': 0.527},antonym
832,hour,0,-0.153,"{'sweet': 0.34, 'male': 0.267, 'former': 0.8, 'day': 0.351}",synonym_antonym
833,business,0,-0.154,{'best': 1.267},synonym_antonym
834,fall,0,-0.154,"{'fast': 0.376, 'interesting': 0.734, 'smart': 0.833}",antonym
835,forgot,0,-0.154,"{'buy': 0.169, 'increase': 0.226, 'show': 0.286, 'soft': 0.905}",synonym_antonym
836,looking,0,-0.154,{'careful': 0.288},synonym_antonym
837,mother,0,-0.154,{'child': 0.367},antonym
838,rival,0,-0.154,{'king': 0.226},antonym
839,scattered,0,-0.154,{'focused': 0.472},synonym_antonym
840,subtle,0,-0.154,{'easy': 0.679},synonym_antonym
841,doctor,0,-0.155,"{'increase': 0.226, 'someone': 0.319, 'soul': 0.22}",synonym_antonym
842,hire,0,-0.155,"{'fire': 0.236, 'increase': 0.226}",antonym
843,unseen,0,-0.155,"{'noticed': 0.203, 'content': 0.294}",antonym
844,whole,0,-0.155,"{'disagree': 0.225, 'light': 0.157}",synonym_antonym
845,continue,0,-0.156,"{'attack': 0.28, 'change': 0.21}",antonym
846,stretch,0,-0.156,{'change': 0.21},synonym_antonym
847,milk,0,-0.157,"{'cool': 0.838, 'solid': 0.85}",synonym_antonym
848,replaced,0,-0.157,"{'show': 0.286, 'natural': 0.186, 'raise': 0.173}",synonym_antonym
849,asking,0,-0.158,"{'tasteful': 0.224, 'forget': 1.261, 'disagree': 0.225, 'issue': 0.816}",synonym_antonym
850,doom,0,-0.158,{'success': 0.485},antonym
851,ignore,0,-0.158,"{'fame': 0.15, 'increase': 0.226}",antonym
852,demonic,0,-0.159,"{'good': 1.191, 'pleasant': 1.106}",antonym
853,functional,0,-0.159,"{'light': 0.157, 'clear': 0.402}",synonym_antonym
854,grotesque,1,-0.159,{'beautiful': 1.276},antonym
855,make,0,-0.159,{'mind': 0.324},synonym_antonym
856,redeem,0,-0.159,{'disagree': 0.225},synonym_antonym
857,rental,0,-0.159,{'strength': 0.357},antonym
858,shatter,0,-0.159,"{'success': 0.485, 'rich': 0.369}",antonym
859,untalented,1,-0.159,"{'talented': 0.318, 'gifted': 0.166}",antonym
860,abandoned,1,-0.16,{'new': 0.213},antonym
861,disgust,1,-0.16,"{'male': 0.267, 'love': 1.129}",synonym_antonym
862,photo,0,-0.16,"{'top': 0.44, 'rise': 0.159, 'wild': 0.158, 'intense': 0.572, 'day': 0.351, 'relax': 0.853, 'promote': 0.244, 'moving': 0.272, 'sound': 0.192}",synonym_antonym
863,tell,0,-0.16,"{'increase': 0.226, 'right': 0.233, 'praise': 0.513, 'finish': 0.874, 'end': 0.428, 'middle': 0.194, 'focus': 0.208, 'real': 0.164, 'found': 0.198}",synonym_antonym
864,backs,0,-0.161,"{'beginning': 0.199, 'middle': 0.194}",synonym_antonym
865,chase,0,-0.161,{'rise': 0.159},antonym
866,crime,0,-0.161,{'best': 1.267},antonym
867,da,0,-0.161,{'tasteful': 0.224},antonym
868,drink,0,-0.161,{'cool': 0.838},antonym
869,melodrama,0,-0.161,{'tragedy': 0.0},oov_antonym
870,warning,0,-0.161,{'encouraging': 0.373},antonym
871,weakness,1,-0.161,{'perfection': 0.527},antonym
872,wholly,0,-0.161,{'partly': 0.169},antonym
873,contain,0,-0.162,{'attack': 0.28},synonym_antonym
874,dread,0,-0.162,{'timid': 0.218},synonym_antonym
875,parody,0,-0.162,"{'natural': 0.186, 'genuine': 0.174, 'honest': 0.387, 'right': 0.233, 'correct': 0.447}",synonym_antonym
876,pride,0,-0.162,{'happiness': 0.323},antonym
877,ship,0,-0.162,"{'male': 0.267, 'finish': 0.874, 'fire': 0.236, 'better': 0.257, 'increase': 0.226, 'top': 0.44, 'natural': 0.186, 'tough': 0.329, 'end': 0.428, 'die': 0.407}",synonym_antonym
878,tossing,0,-0.162,"{'national': 0.179, 'freeze': 0.24}",synonym_antonym
879,tune,0,-0.162,{'end': 0.428},antonym
880,happening,0,-0.163,"{'beginning': 0.199, 'success': 0.485}",antonym
881,help,0,-0.163,"{'rise': 0.159, 'increase': 0.226, 'forget': 1.261}",synonym_antonym
882,judge,0,-0.163,"{'forget': 1.261, 'disagree': 0.225, 'win': 0.235}",synonym_antonym
883,percent,0,-0.163,{'end': 0.428},synonym_antonym
884,blonde,0,-0.164,{'extraordinary': 0.249},antonym
885,give,0,-0.164,{'disagree': 0.225},synonym_antonym
886,hurt,0,-0.164,"{'have': 0.206, 'successful': 0.395, 'pleasure': 0.408, 'success': 0.485, 'better': 0.257}",synonym_antonym
887,november,0,-0.164,{'day': 0.351},antonym
888,overbearing,0,-0.164,{'modest': 0.236},antonym
889,then,0,-0.164,"{'end': 0.428, 'beginning': 0.199, 'middle': 0.194}",antonym
890,corniest,1,-0.165,{'creative': 0.503},antonym
891,explains,0,-0.165,"{'exciting': 1.311, 'twist': 0.306, 'praise': 0.513, 'extraordinary': 0.249}",synonym_antonym
892,take,0,-0.165,{'block': 0.313},antonym
893,thumb,0,-0.165,{'action': 0.211},antonym
894,careless,1,-0.166,{'careful': 0.288},antonym
895,explain,0,-0.166,"{'exciting': 1.311, 'twist': 0.306, 'praise': 0.513, 'extraordinary': 0.249}",synonym_antonym
896,practical,0,-0.166,{'creative': 0.503},synonym_antonym
897,wood,0,-0.166,"{'superior': 0.431, 'fortunate': 0.179, 'right': 0.233, 'colorful': 0.252}",synonym_antonym
898,father,0,-0.167,{'child': 0.367},antonym
899,standard,0,-0.167,{'unusual': 0.16},antonym
900,calm,0,-0.168,{'warm': 0.558},synonym_antonym
901,pop,0,-0.168,"{'raised': 0.292, 'safe': 0.155}",antonym
902,roughly,0,-0.168,{'many': 0.203},antonym
903,internal,0,-0.169,{'outdoor': 0.204},antonym
904,commenting,0,-0.17,"{'praise': 0.513, 'extraordinary': 0.249}",antonym
905,fashion,0,-0.17,"{'moving': 0.272, 'sound': 0.192, 'better': 0.257}",synonym_antonym
906,fathom,0,-0.17,{'end': 0.428},synonym_antonym
907,filth,1,-0.17,{'nice': 0.42},antonym
908,gestures,0,-0.17,"{'rise': 0.159, 'follow': 0.245, 'opening': 0.234, 'disagree': 0.225}",synonym_antonym
909,immature,1,-0.17,{'tough': 0.329},antonym
910,iron,0,-0.17,"{'cool': 0.838, 'genuine': 0.174}",synonym_antonym
911,renting,0,-0.17,"{'buy': 0.169, 'strength': 0.357}",synonym_antonym
912,surprise,0,-0.17,"{'rise': 0.159, 'follow': 0.245, 'middle': 0.194, 'high': 0.418, 'intense': 0.572}",synonym_antonym
913,discussion,0,-0.171,{'pro': 0.178},antonym
914,instance,0,-0.171,"{'beginning': 0.199, 'success': 0.485}",antonym
915,motivated,1,-0.171,{'easy': 0.679},synonym_antonym
916,now,0,-0.171,{'indirectly': 0.0},oov_antonym
917,stack,0,-0.171,{'disagree': 0.225},antonym
918,cinema,0,-0.172,"{'simple': 0.516, 'natural': 0.186}",antonym
919,cities,0,-0.172,{'disagree': 0.225},antonym
920,ground,0,-0.172,"{'leave': 0.224, 'figure': 1.145, 'middle': 0.194, 'national': 0.179, 'colorful': 0.252, 'complex': 0.323, 'strength': 0.357, 'increase': 0.226, 'high': 0.418, 'intense': 0.572}",synonym_antonym
921,stinker,0,-0.172,{'superior': 0.431},antonym
922,charm,0,-0.173,"{'seductive': 0.232, 'beautiful': 1.276, 'appealing': 0.166}",synonym_antonym
923,death,0,-0.173,"{'beginning': 0.199, 'middle': 0.194, 'focus': 0.208, 'better': 0.257, 'increase': 0.226, 'cool': 0.838, 'dry': 0.197, 'clean': 0.79, 'careful': 0.288}",synonym_antonym
924,awarded,0,-0.174,{'disagree': 0.225},synonym_antonym
925,capturing,0,-0.174,{'attack': 0.28},antonym
926,corpse,0,-0.174,{'easy': 0.679},synonym_antonym
927,pool,0,-0.174,{'promote': 0.244},antonym
928,ring,0,-0.174,"{'silence': 0.165, 'rise': 0.159, 'follow': 0.245}",synonym_antonym
929,whiny,0,-0.174,"{'easy': 0.679, 'relax': 0.853}",synonym_antonym
930,butcher,0,-0.175,"{'focus': 0.208, 'cool': 0.838, 'beginning': 0.199, 'success': 0.485}",synonym_antonym
931,choices,0,-0.175,"{'praise': 0.513, 'beginning': 0.199}",synonym_antonym
932,demanding,0,-0.175,"{'easy': 0.679, 'rich': 0.369}",antonym
933,lacked,1,-0.175,"{'have': 0.206, 'comedy': 0.592, 'distribution': 0.176}",synonym_antonym
934,sue,0,-0.175,{'increase': 0.226},antonym
935,talked,0,-0.175,"{'high': 0.418, 'intense': 0.572, 'rise': 0.159, 'voice': 0.333, 'welcome': 0.267, 'attack': 0.28, 'change': 0.21, 'praise': 0.513, 'cross': 0.214}",synonym_antonym
936,wretched,0,-0.175,{'superior': 0.431},antonym
937,angels,0,-0.176,{'parent': 0.162},synonym_antonym
938,episodes,0,-0.176,"{'comedy': 0.592, 'dramatic': 0.21}",antonym
939,groom,0,-0.176,{'winner': 0.375},synonym_antonym
940,portion,0,-0.176,"{'end': 0.428, 'beginning': 0.199, 'middle': 0.194}",antonym
941,storm,0,-0.176,{'pro': 0.178},synonym_antonym
942,birth,0,-0.177,"{'end': 0.428, 'middle': 0.194}",antonym
943,determination,0,-0.177,"{'middle': 0.194, 'there': 0.279, 'south': 0.385, 'disagree': 0.225, 'praise': 0.513}",synonym_antonym
944,falling,0,-0.177,{'increase': 0.226},synonym_antonym
945,slaps,0,-0.177,{'promote': 0.244},antonym
946,till,0,-0.177,{'die': 0.407},antonym
947,wonders,0,-0.177,{'interesting': 0.734},antonym
948,accused,0,-0.178,{'trust': 0.285},antonym
949,arrow,0,-0.178,"{'disagree': 0.225, 'middle': 0.194, 'right': 0.233}",synonym_antonym
950,food,0,-0.178,"{'cool': 0.838, 'strength': 0.357, 'right': 0.233, 'tough': 0.329, 'solid': 0.85, 'finish': 0.874, 'fire': 0.236}",synonym_antonym
951,tiny,0,-0.178,"{'important': 0.151, 'high': 0.418}",antonym
952,achieved,0,-0.179,"{'follow': 0.245, 'disagree': 0.225, 'action': 0.211, 'natural': 0.186, 'end': 0.428}",synonym_antonym
953,golf,0,-0.179,{'praise': 0.513},antonym
954,manner,0,-0.179,"{'moving': 0.272, 'sound': 0.192, 'better': 0.257}",synonym_antonym
955,mature,0,-0.179,"{'praise': 0.513, 'die': 0.407}",synonym_antonym
956,rumor,0,-0.179,"{'direct': 0.233, 'praise': 0.513}",antonym
957,interview,0,-0.18,{'praise': 0.513},synonym_antonym
958,joins,0,-0.18,{'end': 0.428},synonym_antonym
959,submarine,0,-0.18,"{'surface': 0.241, 'focus': 0.208}",synonym_antonym
960,jimmy,0,-0.181,{'increase': 0.226},synonym_antonym
961,useful,0,-0.181,{'effective': 0.393},synonym_antonym
